,Location,Year,total_cases,smear
8528,WESTBENGAL_MALDAH,2004,5340,2390
8529,WESTBENGAL_MALDAH,2005,5496,2577
8530,WESTBENGAL_MALDAH,2006,5494,2696
8531,WESTBENGAL_MALDAH,2007,5538,2782
8532,WESTBENGAL_MALDAH,2008,5071,2758
8533,WESTBENGAL_MALDAH,2009,5041,2679
8534,WESTBENGAL_MALDAH,2010,4996,2736
8535,WESTBENGAL_MALDAH,2011,4846,2623
8536,WESTBENGAL_MALDAH,2012,4705,2554
8537,WESTBENGAL_MALDAH,2013,4580,2465
8538,WESTBENGAL_MALDAH,2014,5009,2592
8539,WESTBENGAL_MALDAH,2015,4753,2439
8540,WESTBENGAL_MALDAH,2016,4594,2346
8541,WESTBENGAL_MALDAH,2017,4594,2657
8542,WESTBENGAL_MALDAH,2018,4965,2641
8543,WESTBENGAL_MURSHIDABAD,2001,6861,2473
8544,WESTBENGAL_MURSHIDABAD,2002,6936,2830
8545,WESTBENGAL_MURSHIDABAD,2003,7201,3124
8546,WESTBENGAL_MURSHIDABAD,2004,7603,3440
8547,WESTBENGAL_MURSHIDABAD,2005,7065,3376
8548,WESTBENGAL_MURSHIDABAD,2006,7434,3663
8549,WESTBENGAL_MURSHIDABAD,2007,7580,3867
8550,WESTBENGAL_MURSHIDABAD,2008,8047,4011
8551,WESTBENGAL_MURSHIDABAD,2009,8104,3982
8552,WESTBENGAL_MURSHIDABAD,2010,7940,3975
8553,WESTBENGAL_MURSHIDABAD,2011,7753,3991
8554,WESTBENGAL_MURSHIDABAD,2012,7457,3805
8555,WESTBENGAL_MURSHIDABAD,2013,7337,4002
8556,WESTBENGAL_MURSHIDABAD,2014,7404,4184
8557,WESTBENGAL_MURSHIDABAD,2015,7007,3986
8558,WESTBENGAL_MURSHIDABAD,2016,6180,3478
8559,WESTBENGAL_MURSHIDABAD,2017,6349,3787
8560,WESTBENGAL_MURSHIDABAD,2018,7198,4370
8561,WESTBENGAL_NADIA,2001,4096,1535
8562,WESTBENGAL_NADIA,2002,4518,1842
8563,WESTBENGAL_NADIA,2003,4526,1962
8564,WESTBENGAL_NADIA,2004,5410,2128
8565,WESTBENGAL_NADIA,2005,5918,2406
8566,WESTBENGAL_NADIA,2006,6138,2662
8567,WESTBENGAL_NADIA,2007,5743,2606
8568,WESTBENGAL_NADIA,2008,5462,2563
8569,WESTBENGAL_NADIA,2009,5214,2336
8570,WESTBENGAL_NADIA,2010,5111,2297
8571,WESTBENGAL_NADIA,2011,4823,2175
8572,WESTBENGAL_NADIA,2012,4459,2090
8573,WESTBENGAL_NADIA,2013,4277,2155
8574,WESTBENGAL_NADIA,2014,4002,1956
8575,WESTBENGAL_NADIA,2015,3896,1873
8576,WESTBENGAL_NADIA,2016,3665,1803
8577,WESTBENGAL_NADIA,2017,3762,1867
8578,WESTBENGAL_NADIA,2018,3898,2081
8610,WESTBENGAL_PURBAMEDINIPUR,2002,831,275
8611,WESTBENGAL_PURBAMEDINIPUR,2003,1926,715
8612,WESTBENGAL_PURBAMEDINIPUR,2004,2427,951
8613,WESTBENGAL_PURBAMEDINIPUR,2005,3373,1833
8614,WESTBENGAL_PURBAMEDINIPUR,2006,3881,2541
8615,WESTBENGAL_PURBAMEDINIPUR,2007,3824,2633
