,Location,Year,total_cases,smear
6619,TAMILNADU_COIMBATORE,2005,5136,2358
6620,TAMILNADU_COIMBATORE,2006,4618,1962
6621,TAMILNADU_COIMBATORE,2007,4444,2066
6622,TAMILNADU_COIMBATORE,2008,4464,2107
6623,TAMILNADU_COIMBATORE,2009,4271,1999
6624,TAMILNADU_COIMBATORE,2010,2790,1380
6625,TAMILNADU_COIMBATORE,2011,2697,1285
6626,TAMILNADU_COIMBATORE,2012,2607,1303
6627,TAMILNADU_COIMBATORE,2013,2720,1442
6628,TAMILNADU_COIMBATORE,2014,3257,1620
6629,TAMILNADU_COIMBATORE,2015,3112,1465
6630,TAMILNADU_COIMBATORE,2016,3310,1533
6631,TAMILNADU_COIMBATORE,2017,3224,1646
6632,TAMILNADU_COIMBATORE,2018,3354,1675
6633,TAMILNADU_CUDDALORE,2001,3941,1372
6634,TAMILNADU_CUDDALORE,2002,3170,1151
6635,TAMILNADU_CUDDALORE,2003,3375,1263
6636,TAMILNADU_CUDDALORE,2004,3565,1399
6637,TAMILNADU_CUDDALORE,2005,3618,1305
6638,TAMILNADU_CUDDALORE,2006,3905,1221
6639,TAMILNADU_CUDDALORE,2007,3841,1348
6640,TAMILNADU_CUDDALORE,2008,3937,1297
6641,TAMILNADU_CUDDALORE,2009,3502,1218
6642,TAMILNADU_CUDDALORE,2010,3228,1108
6643,TAMILNADU_CUDDALORE,2011,3431,976
6644,TAMILNADU_CUDDALORE,2012,3413,1297
6645,TAMILNADU_CUDDALORE,2013,3562,1241
6646,TAMILNADU_CUDDALORE,2014,3645,1260
6647,TAMILNADU_CUDDALORE,2015,3462,1228
6648,TAMILNADU_CUDDALORE,2016,2950,1141
6649,TAMILNADU_CUDDALORE,2017,2201,970
6650,TAMILNADU_CUDDALORE,2018,2605,1183
6762,TAMILNADU_MADURAI,2001,63,13
6763,TAMILNADU_MADURAI,2002,2594,852
6764,TAMILNADU_MADURAI,2003,4498,1568
6765,TAMILNADU_MADURAI,2004,4393,1643
6766,TAMILNADU_MADURAI,2005,4494,1572
6767,TAMILNADU_MADURAI,2006,4465,1390
6768,TAMILNADU_MADURAI,2007,4280,1477
6769,TAMILNADU_MADURAI,2008,4169,1359
6770,TAMILNADU_MADURAI,2009,3868,1380
6771,TAMILNADU_MADURAI,2010,3882,1504
6772,TAMILNADU_MADURAI,2011,3509,1415
6773,TAMILNADU_MADURAI,2012,3409,1457
6774,TAMILNADU_MADURAI,2013,3245,1484
6775,TAMILNADU_MADURAI,2014,3613,1655
6776,TAMILNADU_MADURAI,2015,3382,1568
6777,TAMILNADU_MADURAI,2016,3577,1815
6778,TAMILNADU_MADURAI,2017,4450,2555
6779,TAMILNADU_MADURAI,2018,4768,2527
6882,TAMILNADU_SALEM,2001,2750,1301
6883,TAMILNADU_SALEM,2002,3072,1566
6884,TAMILNADU_SALEM,2003,4523,1529
6885,TAMILNADU_SALEM,2004,4632,1640
6886,TAMILNADU_SALEM,2005,3965,1667
6887,TAMILNADU_SALEM,2006,3728,1477
6888,TAMILNADU_SALEM,2007,3959,1507
6889,TAMILNADU_SALEM,2008,3774,1666
6890,TAMILNADU_SALEM,2009,3521,1431
6891,TAMILNADU_SALEM,2010,3337,1390
6892,TAMILNADU_SALEM,2011,3085,1305
6893,TAMILNADU_SALEM,2012,3179,1491
6894,TAMILNADU_SALEM,2013,3112,1523
6895,TAMILNADU_SALEM,2014,3439,1525
6896,TAMILNADU_SALEM,2015,3078,1350
6897,TAMILNADU_SALEM,2016,3322,1681
6898,TAMILNADU_SALEM,2017,3881,2462
6899,TAMILNADU_SALEM,2018,3039,1660
6972,TAMILNADU_TIRUCHIRAPPALLI,2001,2100,996
6973,TAMILNADU_TIRUCHIRAPPALLI,2002,2759,1256
6974,TAMILNADU_TIRUCHIRAPPALLI,2003,3156,1254
6975,TAMILNADU_TIRUCHIRAPPALLI,2004,3569,1511
6976,TAMILNADU_TIRUCHIRAPPALLI,2005,3753,1315
6977,TAMILNADU_TIRUCHIRAPPALLI,2006,3083,1120
6978,TAMILNADU_TIRUCHIRAPPALLI,2007,3406,1227
6979,TAMILNADU_TIRUCHIRAPPALLI,2008,3319,1228
6980,TAMILNADU_TIRUCHIRAPPALLI,2009,3501,1341
6981,TAMILNADU_TIRUCHIRAPPALLI,2010,3594,1391
6982,TAMILNADU_TIRUCHIRAPPALLI,2011,3470,1413
6983,TAMILNADU_TIRUCHIRAPPALLI,2012,3551,1468
6984,TAMILNADU_TIRUCHIRAPPALLI,2013,3293,1479
6985,TAMILNADU_TIRUCHIRAPPALLI,2014,3247,1502
6986,TAMILNADU_TIRUCHIRAPPALLI,2015,3167,1501
6987,TAMILNADU_TIRUCHIRAPPALLI,2016,3144,1540
6988,TAMILNADU_TIRUCHIRAPPALLI,2017,2753,1418
6989,TAMILNADU_TIRUCHIRAPPALLI,2018,3201,1758
7103,TELANGANA_HYDERABAD,2001,4478,1644
7104,TELANGANA_HYDERABAD,2002,4520,1730
7105,TELANGANA_HYDERABAD,2003,5434,2224
7106,TELANGANA_HYDERABAD,2004,5716,2338
7107,TELANGANA_HYDERABAD,2005,6014,2271
7108,TELANGANA_HYDERABAD,2006,6356,2405
7109,TELANGANA_HYDERABAD,2007,7147,2528
7110,TELANGANA_HYDERABAD,2015,6227,2189
7111,TELANGANA_HYDERABAD,2016,8,2
7112,TELANGANA_HYDERABAD,2017,6361,3066
7113,TELANGANA_HYDERABAD,2018,8619,3465
7122,TELANGANA_KARIMNAGAR,2004,2695,1133
7123,TELANGANA_KARIMNAGAR,2005,3101,1215
7124,TELANGANA_KARIMNAGAR,2006,3443,1478
7125,TELANGANA_KARIMNAGAR,2007,3695,1661
7126,TELANGANA_KARIMNAGAR,2015,3605,1714
7127,TELANGANA_KARIMNAGAR,2017,857,448
7128,TELANGANA_KARIMNAGAR,2018,1226,759
7129,TELANGANA_KHAMMAM,2003,2665,1664
7130,TELANGANA_KHAMMAM,2004,3305,1477
7131,TELANGANA_KHAMMAM,2005,3128,1466
7132,TELANGANA_KHAMMAM,2006,3041,1314
7133,TELANGANA_KHAMMAM,2007,3211,1521
7134,TELANGANA_KHAMMAM,2015,2591,1207
7135,TELANGANA_KHAMMAM,2017,1529,804
7136,TELANGANA_KHAMMAM,2018,1681,932
7152,TELANGANA_MEDAK,2001,2632,936
7153,TELANGANA_MEDAK,2002,2860,1192
7154,TELANGANA_MEDAK,2003,2988,1221
7155,TELANGANA_MEDAK,2004,3024,1184
7156,TELANGANA_MEDAK,2005,3141,1170
7157,TELANGANA_MEDAK,2006,2680,1168
7158,TELANGANA_MEDAK,2007,3291,1531
7159,TELANGANA_MEDAK,2015,2809,1388
7160,TELANGANA_MEDAK,2017,356,210
7161,TELANGANA_MEDAK,2018,714,295
7166,TELANGANA_NALGONDA,2003,714,463
7167,TELANGANA_NALGONDA,2004,5132,2460
7168,TELANGANA_NALGONDA,2005,4673,2008
7169,TELANGANA_NALGONDA,2006,4259,1895
7170,TELANGANA_NALGONDA,2007,4180,1911
7171,TELANGANA_NALGONDA,2015,3569,1824
7172,TELANGANA_NALGONDA,2016,0,0
7173,TELANGANA_NALGONDA,2017,1708,902
7174,TELANGANA_NALGONDA,2018,1610,843
7178,TELANGANA_NIZAMABAD,2003,2232,969
7179,TELANGANA_NIZAMABAD,2004,2981,1325
7180,TELANGANA_NIZAMABAD,2005,2743,1106
7181,TELANGANA_NIZAMABAD,2006,2419,991
7182,TELANGANA_NIZAMABAD,2007,2908,1418
7183,TELANGANA_NIZAMABAD,2015,2037,1103
7184,TELANGANA_NIZAMABAD,2017,1730,1022
7185,TELANGANA_NIZAMABAD,2018,1899,1224
7197,TELANGANA_SANGAREDDY,2015,5629,2429
7198,TELANGANA_SANGAREDDY,2017,3704,1745
7199,TELANGANA_SANGAREDDY,2018,3919,1950
7211,TELANGANA_WARANGALURBAN,2003,4738,1768
7212,TELANGANA_WARANGALURBAN,2004,4915,1931
7213,TELANGANA_WARANGALURBAN,2005,4565,1940
7214,TELANGANA_WARANGALURBAN,2006,4378,1986
7215,TELANGANA_WARANGALURBAN,2007,4309,2084
7216,TELANGANA_WARANGALURBAN,2017,1529,695
7217,TELANGANA_WARANGALURBAN,2018,2134,1044
7339,UTTARAKHAND_DEHRADUN,2002,35,18
7340,UTTARAKHAND_DEHRADUN,2003,1594,613
7341,UTTARAKHAND_DEHRADUN,2004,2169,757
7342,UTTARAKHAND_DEHRADUN,2005,2416,834
7343,UTTARAKHAND_DEHRADUN,2006,2467,719
7344,UTTARAKHAND_DEHRADUN,2007,2667,845
7345,UTTARAKHAND_DEHRADUN,2008,2645,730
7346,UTTARAKHAND_DEHRADUN,2009,2872,924
7347,UTTARAKHAND_DEHRADUN,2010,2874,872
7348,UTTARAKHAND_DEHRADUN,2011,2863,864
7349,UTTARAKHAND_DEHRADUN,2012,2932,879
7350,UTTARAKHAND_DEHRADUN,2013,2525,744
7351,UTTARAKHAND_DEHRADUN,2014,2788,743
7352,UTTARAKHAND_DEHRADUN,2015,2753,741
7353,UTTARAKHAND_DEHRADUN,2016,2484,653
7354,UTTARAKHAND_DEHRADUN,2017,2762,873
7355,UTTARAKHAND_DEHRADUN,2018,4989,1598
7360,UTTARAKHAND_NAINITAL,2004,1091,416
7361,UTTARAKHAND_NAINITAL,2005,1350,571
7362,UTTARAKHAND_NAINITAL,2006,1221,470
7363,UTTARAKHAND_NAINITAL,2007,1524,641
7364,UTTARAKHAND_NAINITAL,2008,1679,553
7365,UTTARAKHAND_NAINITAL,2009,1875,561
7366,UTTARAKHAND_NAINITAL,2010,1848,631
7367,UTTARAKHAND_NAINITAL,2011,1961,583
7368,UTTARAKHAND_NAINITAL,2012,2017,621
7369,UTTARAKHAND_NAINITAL,2013,1411,518
7370,UTTARAKHAND_NAINITAL,2014,1840,714
7371,UTTARAKHAND_NAINITAL,2015,1770,652
7372,UTTARAKHAND_NAINITAL,2016,1464,578
7373,UTTARAKHAND_NAINITAL,2017,1439,624
7374,UTTARAKHAND_NAINITAL,2018,2776,1286
7401,UTTARAKHAND_RUDRAPRAYAG,2006,76,27
7402,UTTARAKHAND_RUDRAPRAYAG,2007,378,168
7403,UTTARAKHAND_RUDRAPRAYAG,2008,365,160
7404,UTTARAKHAND_RUDRAPRAYAG,2009,486,166
7405,UTTARAKHAND_RUDRAPRAYAG,2010,473,176
7406,UTTARAKHAND_RUDRAPRAYAG,2011,315,140
7407,UTTARAKHAND_RUDRAPRAYAG,2012,294,119
7408,UTTARAKHAND_RUDRAPRAYAG,2013,311,140
7409,UTTARAKHAND_RUDRAPRAYAG,2014,379,162
7410,UTTARAKHAND_RUDRAPRAYAG,2015,348,137
7411,UTTARAKHAND_RUDRAPRAYAG,2016,273,111
7412,UTTARAKHAND_RUDRAPRAYAG,2017,310,112
7413,UTTARAKHAND_RUDRAPRAYAG,2018,152,66
7437,UTTARPRADESH_AGRA,2003,2796,1227
7438,UTTARPRADESH_AGRA,2004,4886,1566
7439,UTTARPRADESH_AGRA,2005,4423,1331
7440,UTTARPRADESH_AGRA,2006,5636,1659
7441,UTTARPRADESH_AGRA,2007,7198,1942
7442,UTTARPRADESH_AGRA,2008,8542,2621
7443,UTTARPRADESH_AGRA,2009,8582,2726
7444,UTTARPRADESH_AGRA,2010,8187,2935
7445,UTTARPRADESH_AGRA,2011,8997,3362
7446,UTTARPRADESH_AGRA,2012,7989,3135
7447,UTTARPRADESH_AGRA,2013,6858,2952
7448,UTTARPRADESH_AGRA,2014,7058,2840
7449,UTTARPRADESH_AGRA,2015,6255,1880
7450,UTTARPRADESH_AGRA,2016,5965,1898
7451,UTTARPRADESH_AGRA,2017,4528,1721
7452,UTTARPRADESH_AGRA,2018,8070,3120
7469,UTTARPRADESH_ALLAHABAD,2004,4173,1731
7470,UTTARPRADESH_ALLAHABAD,2005,5478,2238
7471,UTTARPRADESH_ALLAHABAD,2006,7540,2898
7472,UTTARPRADESH_ALLAHABAD,2007,8030,2723
7473,UTTARPRADESH_ALLAHABAD,2008,8598,3361
7474,UTTARPRADESH_ALLAHABAD,2009,8443,3526
7475,UTTARPRADESH_ALLAHABAD,2010,8141,3236
7476,UTTARPRADESH_ALLAHABAD,2011,8213,3756
7477,UTTARPRADESH_ALLAHABAD,2012,8550,3896
7478,UTTARPRADESH_ALLAHABAD,2013,7457,3734
7479,UTTARPRADESH_ALLAHABAD,2014,7560,3705
7480,UTTARPRADESH_ALLAHABAD,2015,7924,3699
7481,UTTARPRADESH_ALLAHABAD,2016,8597,4109
7482,UTTARPRADESH_ALLAHABAD,2017,7378,4127
7483,UTTARPRADESH_ALLAHABAD,2018,8382,4205
7610,UTTARPRADESH_BAREILLY,2003,3291,1244
7611,UTTARPRADESH_BAREILLY,2004,7586,2411
7612,UTTARPRADESH_BAREILLY,2005,7529,2820
7613,UTTARPRADESH_BAREILLY,2006,7870,2951
7614,UTTARPRADESH_BAREILLY,2007,7166,2786
7615,UTTARPRADESH_BAREILLY,2008,7481,3011
7616,UTTARPRADESH_BAREILLY,2009,6932,2891
7617,UTTARPRADESH_BAREILLY,2010,6728,2840
7618,UTTARPRADESH_BAREILLY,2011,6618,2777
7619,UTTARPRADESH_BAREILLY,2012,5560,2396
7620,UTTARPRADESH_BAREILLY,2013,5975,2664
7621,UTTARPRADESH_BAREILLY,2014,5676,2778
7622,UTTARPRADESH_BAREILLY,2015,5286,2670
7623,UTTARPRADESH_BAREILLY,2016,5687,3358
7624,UTTARPRADESH_BAREILLY,2017,6849,4474
7625,UTTARPRADESH_BAREILLY,2018,8490,4781
7677,UTTARPRADESH_BULANDSHAHR,2003,3473,1381
7678,UTTARPRADESH_BULANDSHAHR,2004,3507,1290
7679,UTTARPRADESH_BULANDSHAHR,2005,4053,1479
7680,UTTARPRADESH_BULANDSHAHR,2006,5339,2010
7681,UTTARPRADESH_BULANDSHAHR,2007,5674,2171
7682,UTTARPRADESH_BULANDSHAHR,2008,7068,2599
7683,UTTARPRADESH_BULANDSHAHR,2009,7270,2696
7684,UTTARPRADESH_BULANDSHAHR,2010,7165,2641
7685,UTTARPRADESH_BULANDSHAHR,2011,7538,2910
7686,UTTARPRADESH_BULANDSHAHR,2012,7084,2834
7687,UTTARPRADESH_BULANDSHAHR,2013,7976,3442
7688,UTTARPRADESH_BULANDSHAHR,2014,8015,3278
7689,UTTARPRADESH_BULANDSHAHR,2015,7298,2648
7690,UTTARPRADESH_BULANDSHAHR,2016,6597,2250
7691,UTTARPRADESH_BULANDSHAHR,2017,6539,2364
7692,UTTARPRADESH_BULANDSHAHR,2018,6514,2736
7802,UTTARPRADESH_FIROZABAD,2005,335,99
7803,UTTARPRADESH_FIROZABAD,2006,3169,1063
7804,UTTARPRADESH_FIROZABAD,2007,3948,1184
7805,UTTARPRADESH_FIROZABAD,2008,4277,1678
7806,UTTARPRADESH_FIROZABAD,2009,4012,1454
7807,UTTARPRADESH_FIROZABAD,2010,3840,1380
7808,UTTARPRADESH_FIROZABAD,2011,4008,1487
7809,UTTARPRADESH_FIROZABAD,2012,4171,1572
7810,UTTARPRADESH_FIROZABAD,2013,3793,1420
7811,UTTARPRADESH_FIROZABAD,2014,3860,1480
7812,UTTARPRADESH_FIROZABAD,2015,3805,1461
7813,UTTARPRADESH_FIROZABAD,2016,3562,1279
7814,UTTARPRADESH_FIROZABAD,2017,2941,1274
7815,UTTARPRADESH_FIROZABAD,2018,4047,1686
7823,UTTARPRADESH_GHAZIABAD,2001,4495,1859
7824,UTTARPRADESH_GHAZIABAD,2002,5364,2276
7825,UTTARPRADESH_GHAZIABAD,2003,6046,2358
7826,UTTARPRADESH_GHAZIABAD,2004,7598,3075
7827,UTTARPRADESH_GHAZIABAD,2005,8753,3630
7828,UTTARPRADESH_GHAZIABAD,2006,8715,3424
7829,UTTARPRADESH_GHAZIABAD,2007,9466,3465
7830,UTTARPRADESH_GHAZIABAD,2008,10347,3798
7831,UTTARPRADESH_GHAZIABAD,2009,10420,3624
7832,UTTARPRADESH_GHAZIABAD,2010,10710,4017
7833,UTTARPRADESH_GHAZIABAD,2011,11613,4429
7834,UTTARPRADESH_GHAZIABAD,2012,9337,3530
7835,UTTARPRADESH_GHAZIABAD,2013,8507,3013
7836,UTTARPRADESH_GHAZIABAD,2014,8843,2865
7837,UTTARPRADESH_GHAZIABAD,2015,8976,2832
7838,UTTARPRADESH_GHAZIABAD,2016,8994,2669
7839,UTTARPRADESH_GHAZIABAD,2017,9157,2781
7840,UTTARPRADESH_GHAZIABAD,2018,10726,3062
7869,UTTARPRADESH_GORAKHPUR,2005,675,246
7870,UTTARPRADESH_GORAKHPUR,2006,1956,698
7871,UTTARPRADESH_GORAKHPUR,2007,2390,926
7872,UTTARPRADESH_GORAKHPUR,2008,3090,1546
7873,UTTARPRADESH_GORAKHPUR,2009,3664,1968
7874,UTTARPRADESH_GORAKHPUR,2010,3711,2371
7875,UTTARPRADESH_GORAKHPUR,2011,4159,3096
7876,UTTARPRADESH_GORAKHPUR,2012,3632,2540
7877,UTTARPRADESH_GORAKHPUR,2013,3494,2165
7878,UTTARPRADESH_GORAKHPUR,2014,4172,2532
7879,UTTARPRADESH_GORAKHPUR,2015,4608,2600
7880,UTTARPRADESH_GORAKHPUR,2016,4785,2332
7881,UTTARPRADESH_GORAKHPUR,2017,4993,2391
7882,UTTARPRADESH_GORAKHPUR,2018,5918,2465
7969,UTTARPRADESH_JHANSI,2003,723,271
7970,UTTARPRADESH_JHANSI,2004,2091,835
7971,UTTARPRADESH_JHANSI,2005,2115,1046
7972,UTTARPRADESH_JHANSI,2006,2168,944
7973,UTTARPRADESH_JHANSI,2007,2573,1204
7974,UTTARPRADESH_JHANSI,2008,3014,1484
7975,UTTARPRADESH_JHANSI,2009,2745,1311
7976,UTTARPRADESH_JHANSI,2010,2367,1020
7977,UTTARPRADESH_JHANSI,2011,2774,1356
7978,UTTARPRADESH_JHANSI,2012,2387,1242
7979,UTTARPRADESH_JHANSI,2013,2555,1295
7980,UTTARPRADESH_JHANSI,2014,2671,1351
7981,UTTARPRADESH_JHANSI,2015,2577,1117
7982,UTTARPRADESH_JHANSI,2016,2638,1286
7983,UTTARPRADESH_JHANSI,2017,2757,1521
7984,UTTARPRADESH_JHANSI,2018,2961,1469
8011,UTTARPRADESH_KANPURNAGAR,2004,2993,1360
8012,UTTARPRADESH_KANPURNAGAR,2005,4707,2065
8013,UTTARPRADESH_KANPURNAGAR,2006,5337,2118
8014,UTTARPRADESH_KANPURNAGAR,2007,6455,2516
8015,UTTARPRADESH_KANPURNAGAR,2010,7285,2723
8016,UTTARPRADESH_KANPURNAGAR,2011,7279,3090
8017,UTTARPRADESH_KANPURNAGAR,2012,6072,2550
8018,UTTARPRADESH_KANPURNAGAR,2013,6197,2933
8019,UTTARPRADESH_KANPURNAGAR,2014,6454,2950
8020,UTTARPRADESH_KANPURNAGAR,2015,6880,2970
8021,UTTARPRADESH_KANPURNAGAR,2016,6628,2906
8022,UTTARPRADESH_KANPURNAGAR,2017,8590,3954
8023,UTTARPRADESH_KANPURNAGAR,2018,9441,4130
8080,UTTARPRADESH_LUCKNOW,2001,4560,1931
8081,UTTARPRADESH_LUCKNOW,2002,5210,2219
8082,UTTARPRADESH_LUCKNOW,2003,5424,2265
8083,UTTARPRADESH_LUCKNOW,2004,5810,2407
8084,UTTARPRADESH_LUCKNOW,2005,6372,2645
8085,UTTARPRADESH_LUCKNOW,2006,6903,2742
8086,UTTARPRADESH_LUCKNOW,2007,7390,2866
8087,UTTARPRADESH_LUCKNOW,2008,7989,3141
8088,UTTARPRADESH_LUCKNOW,2009,7876,3129
8089,UTTARPRADESH_LUCKNOW,2010,7563,2969
8090,UTTARPRADESH_LUCKNOW,2011,6838,2718
8091,UTTARPRADESH_LUCKNOW,2012,6808,2708
8092,UTTARPRADESH_LUCKNOW,2013,6664,3094
8093,UTTARPRADESH_LUCKNOW,2014,7303,3422
8094,UTTARPRADESH_LUCKNOW,2015,7305,3293
8095,UTTARPRADESH_LUCKNOW,2016,7540,3429
8096,UTTARPRADESH_LUCKNOW,2017,10410,4947
8097,UTTARPRADESH_LUCKNOW,2018,13704,6384
8142,UTTARPRADESH_MATHURA,2003,746,160
8143,UTTARPRADESH_MATHURA,2004,2355,833
8144,UTTARPRADESH_MATHURA,2005,2423,956
8145,UTTARPRADESH_MATHURA,2006,3012,1356
8146,UTTARPRADESH_MATHURA,2007,3177,1387
8147,UTTARPRADESH_MATHURA,2008,3906,1698
8148,UTTARPRADESH_MATHURA,2009,3689,1681
8149,UTTARPRADESH_MATHURA,2010,3177,1572
8150,UTTARPRADESH_MATHURA,2011,3088,1460
8151,UTTARPRADESH_MATHURA,2012,2928,1351
8152,UTTARPRADESH_MATHURA,2013,3102,1486
8153,UTTARPRADESH_MATHURA,2014,3289,1761
8154,UTTARPRADESH_MATHURA,2015,3599,1879
8155,UTTARPRADESH_MATHURA,2016,3863,1823
8156,UTTARPRADESH_MATHURA,2017,3917,1957
8157,UTTARPRADESH_MATHURA,2018,4516,2212
8172,UTTARPRADESH_MEERUT,2001,5792,2706
8173,UTTARPRADESH_MEERUT,2002,6548,3102
8174,UTTARPRADESH_MEERUT,2003,5838,2533
8175,UTTARPRADESH_MEERUT,2004,6566,2803
8176,UTTARPRADESH_MEERUT,2005,5520,2382
8177,UTTARPRADESH_MEERUT,2006,6241,2739
8178,UTTARPRADESH_MEERUT,2007,4762,2054
8179,UTTARPRADESH_MEERUT,2008,6662,2922
8180,UTTARPRADESH_MEERUT,2009,6792,3085
8181,UTTARPRADESH_MEERUT,2010,6654,2901
8182,UTTARPRADESH_MEERUT,2011,6916,3045
8183,UTTARPRADESH_MEERUT,2012,6800,2983
8184,UTTARPRADESH_MEERUT,2013,6343,2980
8185,UTTARPRADESH_MEERUT,2014,6295,3091
8186,UTTARPRADESH_MEERUT,2015,6536,3040
8187,UTTARPRADESH_MEERUT,2016,6523,3069
8188,UTTARPRADESH_MEERUT,2017,6947,3378
8189,UTTARPRADESH_MEERUT,2018,8140,3891
8194,UTTARPRADESH_MORADABAD,2003,3449,1790
8195,UTTARPRADESH_MORADABAD,2004,5634,2225
8196,UTTARPRADESH_MORADABAD,2005,5071,1835
8197,UTTARPRADESH_MORADABAD,2006,5997,2472
8198,UTTARPRADESH_MORADABAD,2007,5946,2665
8199,UTTARPRADESH_MORADABAD,2008,6374,3641
8200,UTTARPRADESH_MORADABAD,2009,6032,3446
8201,UTTARPRADESH_MORADABAD,2010,5309,3073
8202,UTTARPRADESH_MORADABAD,2011,5494,3604
8203,UTTARPRADESH_MORADABAD,2012,4883,3205
8204,UTTARPRADESH_MORADABAD,2013,3951,2451
8205,UTTARPRADESH_MORADABAD,2014,4465,2403
8206,UTTARPRADESH_MORADABAD,2015,4563,2459
8207,UTTARPRADESH_MORADABAD,2016,4898,2027
8208,UTTARPRADESH_MORADABAD,2017,4135,1795
8209,UTTARPRADESH_MORADABAD,2018,5541,2423
8267,UTTARPRADESH_SAHARANPUR,2003,3493,1517
8268,UTTARPRADESH_SAHARANPUR,2004,4614,1841
8269,UTTARPRADESH_SAHARANPUR,2005,4832,2065
8270,UTTARPRADESH_SAHARANPUR,2006,5541,2129
8271,UTTARPRADESH_SAHARANPUR,2007,6009,2330
8272,UTTARPRADESH_SAHARANPUR,2008,5489,2160
8273,UTTARPRADESH_SAHARANPUR,2009,5401,2397
8274,UTTARPRADESH_SAHARANPUR,2010,5146,2346
8275,UTTARPRADESH_SAHARANPUR,2011,5435,2533
8276,UTTARPRADESH_SAHARANPUR,2012,5094,2281
8277,UTTARPRADESH_SAHARANPUR,2013,4626,2008
8278,UTTARPRADESH_SAHARANPUR,2014,4794,2120
8279,UTTARPRADESH_SAHARANPUR,2015,5056,2296
8280,UTTARPRADESH_SAHARANPUR,2016,5551,2368
8281,UTTARPRADESH_SAHARANPUR,2017,6312,2816
8282,UTTARPRADESH_SAHARANPUR,2018,6876,3111
8348,UTTARPRADESH_SONBHADRA,2005,498,236
8349,UTTARPRADESH_SONBHADRA,2006,844,468
8350,UTTARPRADESH_SONBHADRA,2007,1391,879
8351,UTTARPRADESH_SONBHADRA,2008,1800,1117
8352,UTTARPRADESH_SONBHADRA,2009,1881,1162
8353,UTTARPRADESH_SONBHADRA,2010,1831,1121
8354,UTTARPRADESH_SONBHADRA,2011,1910,1192
8355,UTTARPRADESH_SONBHADRA,2012,1848,1185
8356,UTTARPRADESH_SONBHADRA,2013,1776,1163
8357,UTTARPRADESH_SONBHADRA,2014,1677,1100
8358,UTTARPRADESH_SONBHADRA,2015,1816,1137
8359,UTTARPRADESH_SONBHADRA,2016,1806,1196
8360,UTTARPRADESH_SONBHADRA,2017,1908,1237
8361,UTTARPRADESH_SONBHADRA,2018,2481,1520
8377,UTTARPRADESH_UNNAO,2001,2722,1079
8378,UTTARPRADESH_UNNAO,2002,2942,1014
8379,UTTARPRADESH_UNNAO,2003,3555,1179
8380,UTTARPRADESH_UNNAO,2004,4126,1402
8381,UTTARPRADESH_UNNAO,2005,4506,1381
8382,UTTARPRADESH_UNNAO,2006,5209,1725
8383,UTTARPRADESH_UNNAO,2007,4639,1730
8384,UTTARPRADESH_UNNAO,2008,5193,2162
8385,UTTARPRADESH_UNNAO,2009,5306,2214
8386,UTTARPRADESH_UNNAO,2010,5042,1930
8387,UTTARPRADESH_UNNAO,2011,4888,2231
8388,UTTARPRADESH_UNNAO,2012,4431,2251
8389,UTTARPRADESH_UNNAO,2013,4170,2077
8390,UTTARPRADESH_UNNAO,2014,4132,2055
8391,UTTARPRADESH_UNNAO,2015,3985,1978
8392,UTTARPRADESH_UNNAO,2016,4043,1841
8393,UTTARPRADESH_UNNAO,2017,2395,1213
8394,UTTARPRADESH_UNNAO,2018,3802,2040
8395,UTTARPRADESH_VARANASI,2003,2202,887
8396,UTTARPRADESH_VARANASI,2004,3805,1516
8397,UTTARPRADESH_VARANASI,2005,4191,1583
8398,UTTARPRADESH_VARANASI,2006,5445,2259
8399,UTTARPRADESH_VARANASI,2007,5584,2422
8400,UTTARPRADESH_VARANASI,2008,6206,2495
8401,UTTARPRADESH_VARANASI,2009,6036,2417
8402,UTTARPRADESH_VARANASI,2010,5868,2262
8403,UTTARPRADESH_VARANASI,2011,5265,2371
8404,UTTARPRADESH_VARANASI,2012,4873,2245
8405,UTTARPRADESH_VARANASI,2013,4405,2131
8406,UTTARPRADESH_VARANASI,2014,4101,1876
8407,UTTARPRADESH_VARANASI,2015,3886,1619
8408,UTTARPRADESH_VARANASI,2016,3857,1480
8409,UTTARPRADESH_VARANASI,2017,4211,1550
8410,UTTARPRADESH_VARANASI,2018,5128,1901
8413,WESTBENGAL_BANKURA,2001,4648,2020
8414,WESTBENGAL_BANKURA,2002,4139,1967
8415,WESTBENGAL_BANKURA,2003,4218,1938
8416,WESTBENGAL_BANKURA,2004,4531,2127
8417,WESTBENGAL_BANKURA,2005,4341,2194
8418,WESTBENGAL_BANKURA,2006,4152,2239
8419,WESTBENGAL_BANKURA,2007,4129,2095
8420,WESTBENGAL_BANKURA,2008,4025,2076
8421,WESTBENGAL_BANKURA,2009,4144,2144
8422,WESTBENGAL_BANKURA,2010,4356,2216
8423,WESTBENGAL_BANKURA,2011,4154,2105
8424,WESTBENGAL_BANKURA,2012,4041,2134
8425,WESTBENGAL_BANKURA,2013,4143,2109
8426,WESTBENGAL_BANKURA,2014,4163,2235
8427,WESTBENGAL_BANKURA,2015,4124,2113
8428,WESTBENGAL_BANKURA,2016,3856,1986
8429,WESTBENGAL_BANKURA,2017,3719,2244
8430,WESTBENGAL_BANKURA,2018,4238,2343
8525,WESTBENGAL_MALDAH,2001,4933,1497
8526,WESTBENGAL_MALDAH,2002,4403,1941
8527,WESTBENGAL_MALDAH,2003,4762,2342
