,Location,Year,total_cases,smearpositivecases
0,ANDHRAPRADESH_ANANTAPUR,2019,5467,2453
1,ANDHRAPRADESH_ANANTAPUR,2020,5486,2460
2,ANDHRAPRADESH_ANANTAPUR,2021,5513,2467
3,ANDHRAPRADESH_ANANTAPUR,2022,5539,2474
4,ANDHRAPRADESH_ANANTAPUR,2023,5568,2481
5,ANDHRAPRADESH_ANANTAPUR,2024,5588,2488
6,ANDHRAPRADESH_ANANTAPUR,2025,5621,2496
7,ANDHRAPRADESH_CHITTOOR,2019,4896,2259
8,ANDHRAPRADESH_CHITTOOR,2020,4907,2261
9,ANDHRAPRADESH_CHITTOOR,2021,4911,2261
10,ANDHRAPRADESH_CHITTOOR,2022,4928,2264
11,ANDHRAPRADESH_CHITTOOR,2023,4943,2267
12,ANDHRAPRADESH_CHITTOOR,2024,4958,2270
13,ANDHRAPRADESH_CHITTOOR,2025,4973,2273
14,ANDHRAPRADESH_EASTGODAVARI,2019,12263,5971
15,ANDHRAPRADESH_EASTGODAVARI,2020,12289,5972
16,ANDHRAPRADESH_EASTGODAVARI,2021,12295,5975
17,ANDHRAPRADESH_EASTGODAVARI,2022,12311,5978
18,ANDHRAPRADESH_EASTGODAVARI,2023,12320,5980
19,ANDHRAPRADESH_EASTGODAVARI,2024,12333,5982
20,ANDHRAPRADESH_EASTGODAVARI,2025,12346,5985
21,ANDHRAPRADESH_GUNTUR,2019,7251,3255
22,ANDHRAPRADESH_GUNTUR,2020,7221,3257
23,ANDHRAPRADESH_GUNTUR,2021,7207,3256
24,ANDHRAPRADESH_GUNTUR,2022,7229,3260
25,ANDHRAPRADESH_GUNTUR,2023,7213,3261
26,ANDHRAPRADESH_GUNTUR,2024,7203,3261
27,ANDHRAPRADESH_GUNTUR,2025,7211,3264
28,ANDHRAPRADESH_KRISHNA,2019,5571,2523
29,ANDHRAPRADESH_KRISHNA,2020,5582,2528
30,ANDHRAPRADESH_KRISHNA,2021,5578,2533
31,ANDHRAPRADESH_KRISHNA,2022,5593,2540
32,ANDHRAPRADESH_KRISHNA,2023,5594,2545
33,ANDHRAPRADESH_KRISHNA,2024,5598,2551
34,ANDHRAPRADESH_KRISHNA,2025,5604,2557
35,ANDHRAPRADESH_KURNOOL,2019,5975,2256
36,ANDHRAPRADESH_KURNOOL,2020,5977,2257
37,ANDHRAPRADESH_KURNOOL,2021,5981,2261
38,ANDHRAPRADESH_KURNOOL,2022,6005,2268
39,ANDHRAPRADESH_KURNOOL,2023,6014,2272
40,ANDHRAPRADESH_KURNOOL,2024,6027,2276
41,ANDHRAPRADESH_KURNOOL,2025,6046,2282
42,ANDHRAPRADESH_PRAKASAM,2019,4257,1800
43,ANDHRAPRADESH_PRAKASAM,2020,4287,1806
44,ANDHRAPRADESH_PRAKASAM,2021,4278,1806
45,ANDHRAPRADESH_PRAKASAM,2022,4292,1810
46,ANDHRAPRADESH_PRAKASAM,2023,4306,1814
47,ANDHRAPRADESH_PRAKASAM,2024,4310,1816
48,ANDHRAPRADESH_PRAKASAM,2025,4322,1820
49,ANDHRAPRADESH_SRIKAKULAM,2019,3385,1567
50,ANDHRAPRADESH_SRIKAKULAM,2020,3349,1573
51,ANDHRAPRADESH_SRIKAKULAM,2021,3381,1576
52,ANDHRAPRADESH_SRIKAKULAM,2022,3382,1581
53,ANDHRAPRADESH_SRIKAKULAM,2023,3403,1585
54,ANDHRAPRADESH_SRIKAKULAM,2024,3413,1589
55,ANDHRAPRADESH_SRIKAKULAM,2025,3430,1594
56,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2019,3587,1632
57,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2020,3572,1635
58,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2021,3616,1639
59,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2022,3636,1641
60,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2023,3660,1644
61,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2024,3688,1648
62,ANDHRAPRADESH_SRIPOTTISRIRAMULUNELLORE,2025,3712,1651
63,ANDHRAPRADESH_VISAKHAPATNAM,2019,5529,2700
64,ANDHRAPRADESH_VISAKHAPATNAM,2020,5541,2701
65,ANDHRAPRADESH_VISAKHAPATNAM,2021,5533,2706
66,ANDHRAPRADESH_VISAKHAPATNAM,2022,5520,2708
67,ANDHRAPRADESH_VISAKHAPATNAM,2023,5484,2710
68,ANDHRAPRADESH_VISAKHAPATNAM,2024,5460,2711
69,ANDHRAPRADESH_VISAKHAPATNAM,2025,5456,2715
70,ANDHRAPRADESH_VIZIANAGARAM,2019,3858,1585
71,ANDHRAPRADESH_VIZIANAGARAM,2020,3846,1584
72,ANDHRAPRADESH_VIZIANAGARAM,2021,3863,1587
73,ANDHRAPRADESH_VIZIANAGARAM,2022,3866,1589
74,ANDHRAPRADESH_VIZIANAGARAM,2023,3876,1591
75,ANDHRAPRADESH_VIZIANAGARAM,2024,3881,1593
76,ANDHRAPRADESH_VIZIANAGARAM,2025,3889,1595
77,ARUNACHALPRADESH_PAPUMPARE,2019,1144,190
78,ARUNACHALPRADESH_PAPUMPARE,2020,1144,190
79,ARUNACHALPRADESH_PAPUMPARE,2021,1133,188
80,ARUNACHALPRADESH_PAPUMPARE,2022,1130,187
81,ARUNACHALPRADESH_PAPUMPARE,2023,1127,186
82,ARUNACHALPRADESH_PAPUMPARE,2024,1123,185
83,ARUNACHALPRADESH_PAPUMPARE,2025,1119,184
84,ASSAM_BONGAIGAON,2019,824,432
85,ASSAM_BONGAIGAON,2020,874,421
86,ASSAM_BONGAIGAON,2021,855,423
87,ASSAM_BONGAIGAON,2022,895,417
88,ASSAM_BONGAIGAON,2023,896,418
89,ASSAM_BONGAIGAON,2024,920,414
90,ASSAM_BONGAIGAON,2025,934,415
91,ASSAM_CACHAR,2019,2498,883
92,ASSAM_CACHAR,2020,2505,887
93,ASSAM_CACHAR,2021,2504,896
94,ASSAM_CACHAR,2022,2506,890
95,ASSAM_CACHAR,2023,2503,892
96,ASSAM_CACHAR,2024,2504,892
97,ASSAM_CACHAR,2025,2500,893
98,ASSAM_DARRANG,2019,669,334
99,ASSAM_DARRANG,2020,666,337
100,ASSAM_DARRANG,2021,668,333
101,ASSAM_DARRANG,2022,670,334
102,ASSAM_DARRANG,2023,671,332
103,ASSAM_DARRANG,2024,673,332
104,ASSAM_DARRANG,2025,674,332
105,ASSAM_DHEMAJI,2019,749,288
106,ASSAM_DHEMAJI,2020,763,286
107,ASSAM_DHEMAJI,2021,760,284
108,ASSAM_DHEMAJI,2022,767,281
109,ASSAM_DHEMAJI,2023,770,280
110,ASSAM_DHEMAJI,2024,772,276
111,ASSAM_DHEMAJI,2025,778,275
112,ASSAM_DIBRUGARH,2019,2596,967
113,ASSAM_DIBRUGARH,2020,2594,965
114,ASSAM_DIBRUGARH,2021,2575,961
115,ASSAM_DIBRUGARH,2022,2568,957
116,ASSAM_DIBRUGARH,2023,2552,953
117,ASSAM_DIBRUGARH,2024,2541,949
118,ASSAM_DIBRUGARH,2025,2527,945
119,ASSAM_GOLAGHAT,2019,1562,576
120,ASSAM_GOLAGHAT,2020,1551,578
121,ASSAM_GOLAGHAT,2021,1539,574
122,ASSAM_GOLAGHAT,2022,1542,574
123,ASSAM_GOLAGHAT,2023,1538,573
124,ASSAM_GOLAGHAT,2024,1532,572
125,ASSAM_GOLAGHAT,2025,1529,571
126,ASSAM_HAILAKANDI,2019,802,302
127,ASSAM_HAILAKANDI,2020,779,300
128,ASSAM_HAILAKANDI,2021,780,299
129,ASSAM_HAILAKANDI,2022,789,301
130,ASSAM_HAILAKANDI,2023,776,302
131,ASSAM_HAILAKANDI,2024,784,301
132,ASSAM_HAILAKANDI,2025,785,303
133,ASSAM_JORHAT,2019,1206,424
134,ASSAM_JORHAT,2020,1212,424
135,ASSAM_JORHAT,2021,1199,421
136,ASSAM_JORHAT,2022,1198,420
137,ASSAM_JORHAT,2023,1191,418
138,ASSAM_JORHAT,2024,1185,416
139,ASSAM_JORHAT,2025,1181,415
140,ASSAM_KAMRUP,2019,2972,989
141,ASSAM_KAMRUP,2020,2975,993
142,ASSAM_KAMRUP,2021,2962,990
143,ASSAM_KAMRUP,2022,2960,989
144,ASSAM_KAMRUP,2023,2951,988
145,ASSAM_KAMRUP,2024,2947,987
146,ASSAM_KAMRUP,2025,2940,985
147,ASSAM_KARIMGANJ,2019,812,263
148,ASSAM_KARIMGANJ,2020,835,263
149,ASSAM_KARIMGANJ,2021,823,263
150,ASSAM_KARIMGANJ,2022,829,265
151,ASSAM_KARIMGANJ,2023,834,265
152,ASSAM_KARIMGANJ,2024,829,266
153,ASSAM_KARIMGANJ,2025,835,268
154,ASSAM_LAKHIMPUR,2019,992,479
155,ASSAM_LAKHIMPUR,2020,995,478
156,ASSAM_LAKHIMPUR,2021,988,476
157,ASSAM_LAKHIMPUR,2022,990,475
158,ASSAM_LAKHIMPUR,2023,991,473
159,ASSAM_LAKHIMPUR,2024,991,472
160,ASSAM_LAKHIMPUR,2025,993,471
161,ASSAM_NAGAON,2019,2677,1138
162,ASSAM_NAGAON,2020,2724,1148
163,ASSAM_NAGAON,2021,2700,1139
164,ASSAM_NAGAON,2022,2725,1142
165,ASSAM_NAGAON,2023,2721,1138
166,ASSAM_NAGAON,2024,2732,1138
167,ASSAM_NAGAON,2025,2736,1136
168,ASSAM_NALBARI,2019,900,376
169,ASSAM_NALBARI,2020,908,374
170,ASSAM_NALBARI,2021,899,373
171,ASSAM_NALBARI,2022,904,374
172,ASSAM_NALBARI,2023,902,374
173,ASSAM_NALBARI,2024,903,374
174,ASSAM_NALBARI,2025,902,374
175,ASSAM_SIVASAGAR,2019,1484,451
176,ASSAM_SIVASAGAR,2020,1490,456
177,ASSAM_SIVASAGAR,2021,1483,453
178,ASSAM_SIVASAGAR,2022,1488,459
179,ASSAM_SIVASAGAR,2023,1478,455
180,ASSAM_SIVASAGAR,2024,1462,450
181,ASSAM_SIVASAGAR,2025,1452,447
182,ASSAM_SONITPUR,2019,3142,1493
183,ASSAM_SONITPUR,2020,3150,1493
184,ASSAM_SONITPUR,2021,3140,1490
185,ASSAM_SONITPUR,2022,3130,1487
186,ASSAM_SONITPUR,2023,3129,1485
187,ASSAM_SONITPUR,2024,3126,1483
188,ASSAM_SONITPUR,2025,3119,1480
189,ASSAM_TINSUKIA,2019,2518,1089
190,ASSAM_TINSUKIA,2020,2534,1083
191,ASSAM_TINSUKIA,2021,2508,1080
192,ASSAM_TINSUKIA,2022,2505,1074
193,ASSAM_TINSUKIA,2023,2490,1069
194,ASSAM_TINSUKIA,2024,2477,1063
195,ASSAM_TINSUKIA,2025,2467,1058
196,BIHAR_PATNA,2019,5071,1721
197,BIHAR_PATNA,2020,5075,1714
198,BIHAR_PATNA,2021,5083,1715
199,BIHAR_PATNA,2022,5090,1717
200,BIHAR_PATNA,2023,5099,1719
201,BIHAR_PATNA,2024,5106,1720
202,BIHAR_PATNA,2025,5114,1722
203,BIHAR_SAMASTIPUR,2019,2610,1164
204,BIHAR_SAMASTIPUR,2020,2608,1162
205,BIHAR_SAMASTIPUR,2021,2607,1161
206,BIHAR_SAMASTIPUR,2022,2603,1160
207,BIHAR_SAMASTIPUR,2023,2602,1160
208,BIHAR_SAMASTIPUR,2024,2599,1158
209,BIHAR_SAMASTIPUR,2025,2597,1158
210,CHANDIGARH_CHANDIGARH,2019,2760,886
211,CHANDIGARH_CHANDIGARH,2020,2747,893
212,CHANDIGARH_CHANDIGARH,2021,2774,894
213,CHANDIGARH_CHANDIGARH,2022,2724,888
214,CHANDIGARH_CHANDIGARH,2023,2726,888
215,CHANDIGARH_CHANDIGARH,2024,2708,885
216,CHANDIGARH_CHANDIGARH,2025,2685,882
217,CHHATTISGARH_BILASPUR,2019,2683,1191
218,CHHATTISGARH_BILASPUR,2020,2675,1188
219,CHHATTISGARH_BILASPUR,2021,2675,1188
220,CHHATTISGARH_BILASPUR,2022,2671,1187
221,CHHATTISGARH_BILASPUR,2023,2672,1186
222,CHHATTISGARH_BILASPUR,2024,2666,1185
223,CHHATTISGARH_BILASPUR,2025,2668,1185
224,CHHATTISGARH_DURG,2019,3241,1106
225,CHHATTISGARH_DURG,2020,3241,1104
226,CHHATTISGARH_DURG,2021,3261,1110
227,CHHATTISGARH_DURG,2022,3276,1115
228,CHHATTISGARH_DURG,2023,3285,1120
229,CHHATTISGARH_DURG,2024,3293,1124
230,CHHATTISGARH_DURG,2025,3295,1128
231,CHHATTISGARH_KORBA,2019,1371,539
232,CHHATTISGARH_KORBA,2020,1348,534
233,CHHATTISGARH_KORBA,2021,1350,533
234,CHHATTISGARH_KORBA,2022,1342,531
235,CHHATTISGARH_KORBA,2023,1337,530
236,CHHATTISGARH_KORBA,2024,1334,529
237,CHHATTISGARH_KORBA,2025,1330,528
238,CHHATTISGARH_RAIPUR,2019,4149,1683
239,CHHATTISGARH_RAIPUR,2020,4148,1688
240,CHHATTISGARH_RAIPUR,2021,4152,1691
241,CHHATTISGARH_RAIPUR,2022,4154,1693
242,CHHATTISGARH_RAIPUR,2023,4156,1694
243,CHHATTISGARH_RAIPUR,2024,4157,1696
244,CHHATTISGARH_RAIPUR,2025,4159,1697
245,GOA_NORTHGOA,2019,1344,362
246,GOA_NORTHGOA,2020,1270,354
247,GOA_NORTHGOA,2021,1313,352
248,GOA_NORTHGOA,2022,1304,354
249,GOA_NORTHGOA,2023,1329,352
250,GOA_NORTHGOA,2024,1324,353
251,GOA_NORTHGOA,2025,1341,352
252,GOA_SOUTHGOA,2019,699,287
253,GOA_SOUTHGOA,2020,693,288
254,GOA_SOUTHGOA,2021,680,289
255,GOA_SOUTHGOA,2022,675,293
256,GOA_SOUTHGOA,2023,663,295
257,GOA_SOUTHGOA,2024,657,298
258,GOA_SOUTHGOA,2025,647,301
259,GUJARAT_BHARUCH,2019,2537,1165
260,GUJARAT_BHARUCH,2020,2530,1165
261,GUJARAT_BHARUCH,2021,2528,1165
262,GUJARAT_BHARUCH,2022,2527,1164
263,GUJARAT_BHARUCH,2023,2525,1163
264,GUJARAT_BHARUCH,2024,2524,1162
265,GUJARAT_BHARUCH,2025,2522,1161
266,GUJARAT_GANDHINAGAR,2019,2513,915
267,GUJARAT_GANDHINAGAR,2020,2517,913
268,GUJARAT_GANDHINAGAR,2021,2507,909
269,GUJARAT_GANDHINAGAR,2022,2502,905
270,GUJARAT_GANDHINAGAR,2023,2498,902
271,GUJARAT_GANDHINAGAR,2024,2493,898
272,GUJARAT_GANDHINAGAR,2025,2489,895
273,GUJARAT_JAMNAGAR,2019,2428,1055
274,GUJARAT_JAMNAGAR,2020,2440,1058
275,GUJARAT_JAMNAGAR,2021,2436,1059
276,GUJARAT_JAMNAGAR,2022,2434,1060
277,GUJARAT_JAMNAGAR,2023,2432,1061
278,GUJARAT_JAMNAGAR,2024,2431,1063
279,GUJARAT_JAMNAGAR,2025,2430,1064
280,GUJARAT_RAJKOT,2019,3900,1967
281,GUJARAT_RAJKOT,2020,3928,1979
282,GUJARAT_RAJKOT,2021,3926,1977
283,GUJARAT_RAJKOT,2022,3930,1978
284,GUJARAT_RAJKOT,2023,3943,1984
285,GUJARAT_RAJKOT,2024,3946,1984
286,GUJARAT_RAJKOT,2025,3953,1988
287,GUJARAT_SURAT,2019,8948,3734
288,GUJARAT_SURAT,2020,8963,3736
289,GUJARAT_SURAT,2021,8963,3737
290,GUJARAT_SURAT,2022,8965,3737
291,GUJARAT_SURAT,2023,8961,3737
292,GUJARAT_SURAT,2024,8959,3737
293,GUJARAT_SURAT,2025,8956,3736
294,GUJARAT_VADODARA,2019,4176,1860
295,GUJARAT_VADODARA,2020,4166,1858
296,GUJARAT_VADODARA,2021,4155,1855
297,GUJARAT_VADODARA,2022,4146,1852
298,GUJARAT_VADODARA,2023,4137,1849
299,GUJARAT_VADODARA,2024,4129,1847
300,GUJARAT_VADODARA,2025,4121,1844
301,GUJARAT_VALSAD,2019,2019,997
302,GUJARAT_VALSAD,2020,2020,997
303,GUJARAT_VALSAD,2021,2015,996
304,GUJARAT_VALSAD,2022,2023,995
305,GUJARAT_VALSAD,2023,2028,994
306,GUJARAT_VALSAD,2024,2037,995
307,GUJARAT_VALSAD,2025,2045,997
308,HARYANA_BHIWANI,2019,2208,1001
309,HARYANA_BHIWANI,2020,2247,997
310,HARYANA_BHIWANI,2021,2214,994
311,HARYANA_BHIWANI,2022,2218,988
312,HARYANA_BHIWANI,2023,2206,986
313,HARYANA_BHIWANI,2024,2197,982
314,HARYANA_BHIWANI,2025,2190,978
315,HARYANA_FARIDABAD,2019,3374,991
316,HARYANA_FARIDABAD,2020,3376,1014
317,HARYANA_FARIDABAD,2021,3413,1015
318,HARYANA_FARIDABAD,2022,3411,1011
319,HARYANA_FARIDABAD,2023,3425,1012
320,HARYANA_FARIDABAD,2024,3439,1011
321,HARYANA_FARIDABAD,2025,3453,1010
322,HARYANA_PANCHKULA,2019,1217,469
323,HARYANA_PANCHKULA,2020,1212,473
324,HARYANA_PANCHKULA,2021,1226,475
325,HARYANA_PANCHKULA,2022,1226,471
326,HARYANA_PANCHKULA,2023,1234,478
327,HARYANA_PANCHKULA,2024,1248,482
328,HARYANA_PANCHKULA,2025,1269,487
329,HARYANA_YAMUNANAGAR,2019,1415,598
330,HARYANA_YAMUNANAGAR,2020,1401,592
331,HARYANA_YAMUNANAGAR,2021,1414,568
332,HARYANA_YAMUNANAGAR,2022,1426,568
333,HARYANA_YAMUNANAGAR,2023,1434,550
334,HARYANA_YAMUNANAGAR,2024,1444,545
335,HARYANA_YAMUNANAGAR,2025,1454,536
336,HIMACHALPRADESH_KANGRA,2019,2746,969
337,HIMACHALPRADESH_KANGRA,2020,2749,967
338,HIMACHALPRADESH_KANGRA,2021,2755,965
339,HIMACHALPRADESH_KANGRA,2022,2766,962
340,HIMACHALPRADESH_KANGRA,2023,2776,963
341,HIMACHALPRADESH_KANGRA,2024,2788,960
342,HIMACHALPRADESH_KANGRA,2025,2795,959
343,HIMACHALPRADESH_KULLU,2019,1359,334
344,HIMACHALPRADESH_KULLU,2020,1384,344
345,HIMACHALPRADESH_KULLU,2021,1408,351
346,HIMACHALPRADESH_KULLU,2022,1431,359
347,HIMACHALPRADESH_KULLU,2023,1458,367
348,HIMACHALPRADESH_KULLU,2024,1485,374
349,HIMACHALPRADESH_KULLU,2025,1511,382
350,HIMACHALPRADESH_MANDI,2019,2209,739
351,HIMACHALPRADESH_MANDI,2020,2185,739
352,HIMACHALPRADESH_MANDI,2021,2201,736
353,HIMACHALPRADESH_MANDI,2022,2192,734
354,HIMACHALPRADESH_MANDI,2023,2192,734
355,HIMACHALPRADESH_MANDI,2024,2199,732
356,HIMACHALPRADESH_MANDI,2025,2194,731
357,HIMACHALPRADESH_SHIMLA,2019,1635,535
358,HIMACHALPRADESH_SHIMLA,2020,1634,544
359,HIMACHALPRADESH_SHIMLA,2021,1688,544
360,HIMACHALPRADESH_SHIMLA,2022,1703,548
361,HIMACHALPRADESH_SHIMLA,2023,1738,552
362,HIMACHALPRADESH_SHIMLA,2024,1775,562
363,HIMACHALPRADESH_SHIMLA,2025,1809,569
364,HIMACHALPRADESH_SIRMAUR,2019,1163,394
365,HIMACHALPRADESH_SIRMAUR,2020,1187,399
366,HIMACHALPRADESH_SIRMAUR,2021,1189,401
367,HIMACHALPRADESH_SIRMAUR,2022,1218,401
368,HIMACHALPRADESH_SIRMAUR,2023,1249,409
369,HIMACHALPRADESH_SIRMAUR,2024,1258,406
370,HIMACHALPRADESH_SIRMAUR,2025,1315,418
371,HIMACHALPRADESH_SOLAN,2019,1307,448
372,HIMACHALPRADESH_SOLAN,2020,1282,449
373,HIMACHALPRADESH_SOLAN,2021,1322,456
374,HIMACHALPRADESH_SOLAN,2022,1318,454
375,HIMACHALPRADESH_SOLAN,2023,1316,456
376,HIMACHALPRADESH_SOLAN,2024,1327,458
377,HIMACHALPRADESH_SOLAN,2025,1329,459
378,HIMACHALPRADESH_UNA,2019,781,347
379,HIMACHALPRADESH_UNA,2020,793,363
380,HIMACHALPRADESH_UNA,2021,848,368
381,HIMACHALPRADESH_UNA,2022,894,374
382,HIMACHALPRADESH_UNA,2023,967,389
383,HIMACHALPRADESH_UNA,2024,1020,401
384,HIMACHALPRADESH_UNA,2025,1087,420
385,JHARKHAND_DHANBAD,2019,2698,1264
386,JHARKHAND_DHANBAD,2020,2695,1263
387,JHARKHAND_DHANBAD,2021,2686,1258
388,JHARKHAND_DHANBAD,2022,2685,1253
389,JHARKHAND_DHANBAD,2023,2682,1249
390,JHARKHAND_DHANBAD,2024,2679,1246
391,JHARKHAND_DHANBAD,2025,2675,1242
392,JHARKHAND_RANCHI,2019,3206,1335
393,JHARKHAND_RANCHI,2020,3131,1329
394,JHARKHAND_RANCHI,2021,3159,1326
395,JHARKHAND_RANCHI,2022,3135,1319
396,JHARKHAND_RANCHI,2023,3104,1316
397,JHARKHAND_RANCHI,2024,3121,1314
398,JHARKHAND_RANCHI,2025,3099,1309
399,KARNATAKA_BIDAR,2019,2100,757
400,KARNATAKA_BIDAR,2020,2092,753
401,KARNATAKA_BIDAR,2021,2089,753
402,KARNATAKA_BIDAR,2022,2085,751
403,KARNATAKA_BIDAR,2023,2082,751
404,KARNATAKA_BIDAR,2024,2080,750
405,KARNATAKA_BIDAR,2025,2076,749
406,KARNATAKA_CHITRADURGA,2019,2441,969
407,KARNATAKA_CHITRADURGA,2020,2443,969
408,KARNATAKA_CHITRADURGA,2021,2450,973
409,KARNATAKA_CHITRADURGA,2022,2464,977
410,KARNATAKA_CHITRADURGA,2023,2473,981
411,KARNATAKA_CHITRADURGA,2024,2482,984
412,KARNATAKA_CHITRADURGA,2025,2495,989
413,KARNATAKA_DAKSHINAKANNADA,2019,1915,807
414,KARNATAKA_DAKSHINAKANNADA,2020,1906,800
415,KARNATAKA_DAKSHINAKANNADA,2021,1908,799
416,KARNATAKA_DAKSHINAKANNADA,2022,1926,799
417,KARNATAKA_DAKSHINAKANNADA,2023,1947,799
418,KARNATAKA_DAKSHINAKANNADA,2024,1965,799
419,KARNATAKA_DAKSHINAKANNADA,2025,1983,798
420,KARNATAKA_DAVANAGERE,2019,2011,858
421,KARNATAKA_DAVANAGERE,2020,2008,858
422,KARNATAKA_DAVANAGERE,2021,2008,859
423,KARNATAKA_DAVANAGERE,2022,2010,858
424,KARNATAKA_DAVANAGERE,2023,2014,860
425,KARNATAKA_DAVANAGERE,2024,2014,860
426,KARNATAKA_DAVANAGERE,2025,2019,861
427,KARNATAKA_DHARWAD,2019,1827,721
428,KARNATAKA_DHARWAD,2020,1856,719
429,KARNATAKA_DHARWAD,2021,1833,720
430,KARNATAKA_DHARWAD,2022,1850,715
431,KARNATAKA_DHARWAD,2023,1821,714
432,KARNATAKA_DHARWAD,2024,1848,714
433,KARNATAKA_DHARWAD,2025,1820,713
434,KARNATAKA_HASSAN,2019,1509,735
435,KARNATAKA_HASSAN,2020,1536,748
436,KARNATAKA_HASSAN,2021,1544,758
437,KARNATAKA_HASSAN,2022,1562,771
438,KARNATAKA_HASSAN,2023,1577,783
439,KARNATAKA_HASSAN,2024,1590,794
440,KARNATAKA_HASSAN,2025,1609,806
441,KARNATAKA_HAVERI,2019,1853,748
442,KARNATAKA_HAVERI,2020,1853,748
443,KARNATAKA_HAVERI,2021,1850,749
444,KARNATAKA_HAVERI,2022,1848,748
445,KARNATAKA_HAVERI,2023,1847,748
446,KARNATAKA_HAVERI,2024,1845,748
447,KARNATAKA_HAVERI,2025,1845,748
448,KARNATAKA_KOLAR,2019,1489,724
449,KARNATAKA_KOLAR,2020,1481,718
450,KARNATAKA_KOLAR,2021,1493,720
451,KARNATAKA_KOLAR,2022,1480,719
452,KARNATAKA_KOLAR,2023,1491,720
453,KARNATAKA_KOLAR,2024,1488,720
454,KARNATAKA_KOLAR,2025,1490,720
455,KARNATAKA_MANDYA,2019,1796,771
456,KARNATAKA_MANDYA,2020,1789,769
457,KARNATAKA_MANDYA,2021,1805,775
458,KARNATAKA_MANDYA,2022,1808,777
459,KARNATAKA_MANDYA,2023,1815,782
460,KARNATAKA_MANDYA,2024,1822,785
461,KARNATAKA_MANDYA,2025,1829,789
462,KARNATAKA_RAICHUR,2019,2885,1229
463,KARNATAKA_RAICHUR,2020,2899,1229
464,KARNATAKA_RAICHUR,2021,2900,1232
465,KARNATAKA_RAICHUR,2022,2919,1234
466,KARNATAKA_RAICHUR,2023,2926,1236
467,KARNATAKA_RAICHUR,2024,2936,1237
468,KARNATAKA_RAICHUR,2025,2950,1240
469,KERALA_ALAPPUZHA,2019,1634,743
470,KERALA_ALAPPUZHA,2020,1644,751
471,KERALA_ALAPPUZHA,2021,1648,760
472,KERALA_ALAPPUZHA,2022,1651,766
473,KERALA_ALAPPUZHA,2023,1655,774
474,KERALA_ALAPPUZHA,2024,1660,781
475,KERALA_ALAPPUZHA,2025,1666,788
476,KERALA_ERNAKULAM,2019,2539,1128
477,KERALA_ERNAKULAM,2020,2526,1116
478,KERALA_ERNAKULAM,2021,2500,1116
479,KERALA_ERNAKULAM,2022,2490,1108
480,KERALA_ERNAKULAM,2023,2476,1106
481,KERALA_ERNAKULAM,2024,2458,1100
482,KERALA_ERNAKULAM,2025,2446,1095
483,KERALA_KOLLAM,2019,2069,995
484,KERALA_KOLLAM,2020,2090,1002
485,KERALA_KOLLAM,2021,2115,1008
486,KERALA_KOLLAM,2022,2138,1015
487,KERALA_KOLLAM,2023,2157,1021
488,KERALA_KOLLAM,2024,2174,1027
489,KERALA_KOLLAM,2025,2194,1034
490,KERALA_KOTTAYAM,2019,1687,850
491,KERALA_KOTTAYAM,2020,1678,853
492,KERALA_KOTTAYAM,2021,1668,859
493,KERALA_KOTTAYAM,2022,1664,861
494,KERALA_KOTTAYAM,2023,1662,863
495,KERALA_KOTTAYAM,2024,1660,865
496,KERALA_KOTTAYAM,2025,1658,867
497,KERALA_KOZHIKODE,2019,2155,810
498,KERALA_KOZHIKODE,2020,2131,801
499,KERALA_KOZHIKODE,2021,2121,798
500,KERALA_KOZHIKODE,2022,2120,794
501,KERALA_KOZHIKODE,2023,2113,793
502,KERALA_KOZHIKODE,2024,2109,789
503,KERALA_KOZHIKODE,2025,2101,785
504,KERALA_PALAKKAD,2019,2161,1063
505,KERALA_PALAKKAD,2020,2122,1046
506,KERALA_PALAKKAD,2021,2120,1044
507,KERALA_PALAKKAD,2022,2116,1041
508,KERALA_PALAKKAD,2023,2096,1034
509,KERALA_PALAKKAD,2024,2085,1028
510,KERALA_PALAKKAD,2025,2072,1023
511,KERALA_THIRUVANANTHAPURAM,2019,2574,1158
512,KERALA_THIRUVANANTHAPURAM,2020,2567,1159
513,KERALA_THIRUVANANTHAPURAM,2021,2573,1161
514,KERALA_THIRUVANANTHAPURAM,2022,2577,1165
515,KERALA_THIRUVANANTHAPURAM,2023,2577,1166
516,KERALA_THIRUVANANTHAPURAM,2024,2576,1168
517,KERALA_THIRUVANANTHAPURAM,2025,2577,1170
518,KERALA_WAYANAD,2019,619,242
519,KERALA_WAYANAD,2020,615,237
520,KERALA_WAYANAD,2021,620,237
521,KERALA_WAYANAD,2022,626,238
522,KERALA_WAYANAD,2023,631,238
523,KERALA_WAYANAD,2024,633,237
524,KERALA_WAYANAD,2025,636,238
525,MADHYAPRADESH_BHOPAL,2019,4252,1262
526,MADHYAPRADESH_BHOPAL,2020,4416,1268
527,MADHYAPRADESH_BHOPAL,2021,4328,1265
528,MADHYAPRADESH_BHOPAL,2022,4379,1270
529,MADHYAPRADESH_BHOPAL,2023,4402,1267
530,MADHYAPRADESH_BHOPAL,2024,4360,1267
