Year,2006,,2011,,2016,,2021,,2025,
Location,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate,total_rate,smear_rate
RAJASTHAN_KOTA,0.4172,0.5176,0.0277,-0.0283,-0.1514,-0.239,0.0572,0.1924,-0.0479,-0.0466
RAJASTHAN_UDAIPUR,0.2893,0.2107,-,-,-,-,-0.0068,-0.0574,-0.0227,-0.0034
TAMILNADU_CHENNAI,0.5737,0.6044,-0.0702,-0.1589,0.1633,0.3265,-0.108,-0.1698,0.0109,0
TAMILNADU_COIMBATORE,5.0923,5.9329,-0.416,-0.3451,0.2273,0.193,0.0221,0.0561,-0.016,-0.013
TAMILNADU_CUDDALORE,-0.0091,-0.1101,-0.1214,-0.2007,-0.1402,0.1691,0.2095,0.0482,0.0028,0.0067
TAMILNADU_MADURAI,69.873,105.9231,-0.2141,0.018,0.0194,0.2827,0.0405,-0.1653,-0.0064,-0.0092
TAMILNADU_SALEM,0.3556,0.1353,-0.1725,-0.1165,0.0768,0.2881,0.0012,-0.0851,0.0099,0.0124
TAMILNADU_TIRUCHIRAPPALLI,0.4681,0.1245,0.1255,0.2616,-0.0939,0.0899,0.0407,0.0188,0.0052,0.0076
TELANGANA_HYDERABAD,0.4194,0.4629,-,-,-0.9987,-0.9992,758.5,1170,-0.0146,0.0009
TELANGANA_KARIMNAGAR,-0.4249,-0.3695,-,-,-,-,-0.5225,-0.4993,-0.031,-0.0068
TELANGANA_KHAMMAM,0.909,0.7878,-,-,-,-,-0.5472,-0.118,0.0261,0.0129
TELANGANA_MEDAK,0.0182,0.2479,-,-,-,-,0.0787,0.1644,-0.0045,-0.0044
TELANGANA_NALGONDA,0.4798,0.3996,-,-,-1,-1,inf,inf,-0.022,-0.0076
TELANGANA_NIZAMABAD,0.5556,0.0842,-,-,-,-,-0.21,0.2291,-0.0031,-0.0016
TELANGANA_SANGAREDDY,-,-,-,-,-,-,0.2131,0.8923,0.0009,-0.003
TELANGANA_WARANGALURBAN,0.8928,-0.1343,-,-,-,-,-0.6558,-0.5433,-0.01,-0.0077
UTTARAKHAND_DEHRADUN,0.6535,-0.2011,0.1605,0.2017,-0.1324,-0.2442,-0.0085,0.1225,-0.0759,-0.0109
UTTARAKHAND_NAINITAL,-0.4635,-0.3517,0.6061,0.2404,-0.2534,-0.0086,0.2609,0.0692,-0.0276,-0.0097
UTTARAKHAND_RUDRAPRAYAG,-0.9577,-0.9559,3.1447,4.1852,-0.1333,-0.2071,0.2784,0.2883,0.192,0.0909
UTTARPRADESH_AGRA,12.5481,9.6346,0.5963,1.0265,-0.337,-0.4355,0.1096,0.0743,-0.0322,-0.0284
UTTARPRADESH_ALLAHABAD,0.177,0.4629,0.0893,0.2961,0.0468,0.094,-0.0469,-0.1171,-0.0135,0
